time,latitude,longitud,tweet
2020-02-03 12:20:03,52.52000659999999,13.404954,Sample submitted 2020-02-03 12:20:02 Dionaea Honeypot Protocol: smbd   Sources: ::ffff:163.53.202.128  e9042f0b779b1e4eed63a2b4a3cb5d07a488db67ddb1c1a5371febf527f2840e  #malware #cyber #security
2020-02-03 12:20:02,52.52000659999999,13.404954,Sample submitted 2020-02-03 12:20:02 Dionaea Honeypot Protocol: smbd   Sources: ::ffff:175.107.42.204  d6f8b65459b7c13b1e389357500c06ee301f7ce5c39d9ba991ca46ca251107cf  #malware #cyber #security
2020-02-03 12:19:59,51.5073509,-0.1277583,#Microsoft detects new #EvilCorp #malware attacks https://t.co/TLs9ZXQJED
2020-02-03 12:18:41,37.0348389,-95.6152822,RT @rtehrani: A year after Bank of Valletta 'cyber heist'. cuffs applied as cash-cleansing case continues https://t.co/T1o8AVJJis  #Cyberse...
2020-02-03 12:16:04,43.61337959999999,-116.2063167,RT @SleekDeals:  Raise the bar for your Business Security with Panda Adaptive Defense 360 (EDR Technology)!  Request for a Free Trial toda...
2020-02-03 12:15:40,40.723278,-74.005577,RT @SleekDeals:  Raise the bar for your Business Security with Panda Adaptive Defense 360 (EDR Technology)!  Request for a Free Trial toda...
2020-02-03 12:14:22,31.9685988,-99.9018131,RT @biz4intellia: Now #cybercriminals too are deploying #malware under the camouflage #CoronaVirus.  #Biz4Intellia as an #IoT industry lead...
2020-02-03 12:13:09,28.5383355,-81.3792365,Now #cybercriminals too are deploying #malware under the camouflage #CoronaVirus.  #Biz4Intellia as an #IoT industry leader extends secure services to save #businesses from such attacks.  https://t.co/A5DJ9GRo4n
2020-02-03 12:08:13,53.3498053,-6.2603097,RT @bamitav: The difference between zero-day vulnerability and zero-day exploit https://t.co/ts51mzNU2z via @searchsecurity  #InfoSec #Secu...
2020-02-03 12:08:12,53.3498053,-6.2603097,RT @immuniweb: #Maze #Ransomware Hits Law Firms and French Giant Bouygues: https://t.co/6C1vfQAm2w #malware
2020-02-03 12:08:12,53.3498053,-6.2603097,RT @bamitav: Prevent ransomware attacks on cities in perimeterless networks https://t.co/WUSk2fg0HH via @searchsecurity  #InfoSec #Security...
2020-02-03 12:07:04,31.046051,34.851612,#Malware Cleanup #Blacklisting Removal. #Website Hardening starting from  149USD /year #ThreatSign https://t.co/qc5HF9akoq
2020-02-03 12:06:04,31.046051,34.851612,#Quttera FREE Web #Malware Scanner https://t.co/0eUOW7jUlk Keep your website safe!
2020-02-03 12:05:17,12.9715987,77.5945627,Prevent ransomware attacks on cities in perimeterless networks https://t.co/WUSk2fg0HH via @searchsecurity  #InfoSec #Security #CyberSecurity #DataBreach #DataProtection #CyberAttack #CyberWar #Hacker #malware #Botnet #Ransomware #Spyware #Technews #RT
2020-02-03 12:05:09,18.5204303,73.8567437,RT @immuniweb: #Maze #Ransomware Hits Law Firms and French Giant Bouygues: https://t.co/6C1vfQAm2w #malware
2020-02-03 12:04:31,12.9715987,77.5945627,The difference between zero-day vulnerability and zero-day exploit https://t.co/ts51mzNU2z via @searchsecurity  #InfoSec #Security #CyberSecurity #DataBreach #DataProtection #CyberAttack #CyberWar #Hacker #malware #Botnet #Ransomware #Spyware #Technews #RT
2020-02-03 12:03:33,46.2043907,6.1431577,#Maze #Ransomware Hits Law Firms and French Giant Bouygues: https://t.co/6C1vfQAm2w #malware
2020-02-03 12:03:28,8.4542363,124.6318977,RT @CybersecAsia: You think you've been updated about nCoV2019? No. You were being attacked!  Beware. Cybercriminals are preying on your pa...
2020-02-03 12:01:36,17.385044,78.486671,RT @HeliosCert: Sample submitted 2020-02-03 12:00:03 URL: https://t.co/6Pwhv6Lb56  65f88c31fc6c28b9a22399cbf54c89e06b5205399279328d43e447d5...
2020-02-03 12:00:51,41.2705484,-72.9469711,RT @HeliosCert: Sample submitted 2020-02-03 12:00:03 URL: https://t.co/6Pwhv6Lb56  65f88c31fc6c28b9a22399cbf54c89e06b5205399279328d43e447d5...
2020-02-03 12:00:29,36.064858,-95.9200863,RT @neirajones: Hackers Using #Coronavirus Scare to Spread #Emotet #Malware in Japan  https://t.co/ujZsO6eNdS  #cybercrime #phishing #inf...
2020-02-03 12:00:19,37.0348389,-95.6152822,Wuhan coronavirus exploited to deliver #malware. #phishing. hoaxes https://t.co/dan6gR91Bg #HelpNetSecurity
2020-02-03 12:00:17,39.1439689,-77.2016062,RT @sucurisecurity: Fake #WordPress plugins concealing malicious #PHP droppers only reveal themselves to specific user-agent strings via @r...
2020-02-03 12:00:03,52.52000659999999,13.404954,Sample submitted 2020-02-03 12:00:03 URL: https://t.co/6Pwhv6Lb56  65f88c31fc6c28b9a22399cbf54c89e06b5205399279328d43e447d5ed1cdcdb  #malware #cyber #security
2020-02-03 11:58:16,43.7844397,-88.7878678,RT @CioAmaro: Costs of cyberattacks | Northamptonshire Chamber  #infographic @CioAmaro #Infosec #CyberSecurity #CyberAttack #Hack #Breach #...
2020-02-03 11:55:02,35.2205194,-80.8575444,RT @techjunkiejh: #Google purged 1.7K instances of #Joker #malware from the #PlayStore https://t.co/faDFUNUIL3 #TechJunkieNews https://t.co...
2020-02-03 11:55:02,52.52000659999999,13.404954,Sample submitted 2020-02-03 11:55:02 Dionaea Honeypot Protocol: smbd   Sources: ::ffff:139.255.119.138  cba7786561a7f0c7467ea5941a06ac2d60f44833544da268781bacb8776d9247  #malware #cyber #security
2020-02-03 11:52:56,32.53845620000001,-84.9239044,RT @_antoniopirozzi: Today #Yoroi #Z-Lab on #Difesaesicurezza ;) #coronavirus #emotet #malware #Threat   https://t.co/QOVdJDsdON  @arturodi...
2020-02-03 11:51:36,17.385044,78.486671,RT @abonauta: Atacantes empiezan a usar el #coronavirus para realizar ataques de #phishing y #malware  https://t.co/DL1FWZWQl7
2020-02-03 11:49:53,43.3623436,-8.4115401,Atacantes empiezan a usar el #coronavirus para realizar ataques de #phishing y #malware  https://t.co/DL1FWZWQl7
2020-02-03 11:49:05,43.3623436,-8.4115401,#ShadowPad : la nueva variante del #malware #Winnti  https://t.co/Ea5mGP3Vd7
2020-02-03 11:46:03,40.4172871,-82.90712300000001,RT @colemankane: For all my #infosec friends. I've started teaching my #malware analysis class again at @uofcincy. We're a few weeks in now...
2020-02-03 11:44:07,37.0348389,-95.6152822,RT @rtehrani: Attempts to define international infosec rules of the road bogged down by endless talkshops. warn diplomats https://t.co/1MIO...
2020-02-03 11:41:22,17.385044,78.486671,RT @GDPR123: Police Warning: Cyber Criminals Are Using Cleaners to Hack Your Business https://t.co/wLvSxG1nM3 via @CBROnline.com #Cybersecu...
2020-02-03 11:41:19,51.6465,0.614665,RT @GDPR123: Police Warning: Cyber Criminals Are Using Cleaners to Hack Your Business https://t.co/wLvSxG1nM3 via @CBROnline.com #Cybersecu...
2020-02-03 11:40:04,40.8517983,14.26812,RT @_antoniopirozzi: Today #Yoroi #Z-Lab on #Difesaesicurezza ;) #coronavirus #emotet #malware #Threat   https://t.co/QOVdJDsdON  @arturodi...
2020-02-03 11:35:02,52.52000659999999,13.404954,Sample submitted 2020-02-03 11:35:02 Dionaea Honeypot Protocol: smbd   Sources: ::ffff:91.228.236.128  6608e94e700b0eeb7ae65809c281fce44bfba18aa7f2386e3606fafeb725fdc8  #malware #cyber #security
2020-02-03 11:31:44,17.385044,78.486671,RT @reach2ratan: Kenya Court Halts Biometric ID Over Data Fears https://t.co/LVDj2mKsKV  #CyberSecurity #Databreach #Hackers #infosec @reac...
2020-02-03 11:31:35,17.385044,78.486671,RT @globalemea: #EvilCorp hackers #phishing campaign delivers #malware by using malicious Excel documents. The report also stated that near...
2020-02-03 11:30:02,-0.789275,113.921327,Ada #Malware Berkedok Video Tutorial Berlindung dari #Virus Corona https://t.co/z7bE3oCKOj https://t.co/acwXRqv4gI
2020-02-03 11:30:02,12.9715987,77.5945627,Kenya Court Halts Biometric ID Over Data Fears https://t.co/LVDj2mKsKV  #CyberSecurity #Databreach #Hackers #infosec @reach2ratan #AI #ML #malware #cloud #cloudsecurity #Machinelearning #Analytics #Blockchain #dataprotection #Privacy #ArtificialIntelligence https://t.co/XuitW7c6aA
2020-02-03 11:29:01,55.378051,-3.435973,Police Warning: Cyber Criminals Are Using Cleaners to Hack Your Business https://t.co/wLvSxG1nM3 via @CBROnline.com #Cybersecurity #SecurityBreach #CyberThreat #CyberCriminals #Hackers #CyberAttack #InsiderThreat #InsiderAttacks #Malware #DataProtection #InfoSec #Security
2020-02-03 11:28:01,36.1023715,-115.1745559,This password-stealing malware just got updated with new tactics to help it hide better https://t.co/DGHD1bakvN #Malware #Cybersecurity #CyberCriminals #Password #Security
2020-02-03 11:25:01,37.3890924,-5.9844589,#Kaspersky ha encontrado archivos infectados en formatos pdf. mp4 y docx infectados con #malware (virus informatico) en los que. aparentemente. se ofrece informacion sobre el #coronavirus 2019 (2019-nCoV). https://t.co/NyF3v21wwQ
2020-02-03 11:21:36,17.385044,78.486671,"""RT @TheXXLMAN: ALERTA: Campanna de #malware por email !  Simula un mensaje de """"Pagar deuda pendiente"""" de OVH  IoC's: @pop33r. cp.blacknight..."""
2020-02-03 11:20:49,40.4167754,-3.7037902,"""RT @TheXXLMAN: ALERTA: Campanna de #malware por email !  Simula un mensaje de """"Pagar deuda pendiente"""" de OVH  IoC's: @pop33r. cp.blacknight..."""
2020-02-03 11:20:25,18.971187,-72.285215,RT @IAM__Network: IAM Platform Curated Retweet:  Via: https://t.co/czWdwiP9xB  Amazon Ring doorbells exposed home Wi-Fi passwords to hacker...
2020-02-03 11:16:04,37.0348389,-95.6152822,RT @rtehrani: So you locked your backups away for years. huh? Allow me to introduce my colleagues. Brute. Force and Ignorance https://t.co/...
2020-02-03 11:15:08,44.0520691,-123.0867536,Sample submitted 2020-02-03 11:15:02 Dionaea Honeypot Protocol: smbd   Sources: ::ffff:125.161.163.69  3196f8e3e5b3010ae92e0560347fd8973fb50534b8d0a70990ed99ed3ee46066  #malware #potato #security
2020-02-03 11:15:02,52.52000659999999,13.404954,Sample submitted 2020-02-03 11:15:02 Dionaea Honeypot Protocol: smbd   Sources: ::ffff:125.161.163.69  3196f8e3e5b3010ae92e0560347fd8973fb50534b8d0a70990ed99ed3ee46066  #malware #cyber #security
2020-02-03 11:12:34,40.46366700000001,-3.74922,El #coronavirus llega al mundo digital en forma de #malware. Se trata de campannas de correos electronicos de #phishing enmascaradas bajo esta tematica.   Toda la info: https://t.co/jJtOvMOSqI https://t.co/jxkooS70Kw
2020-02-03 11:11:39,17.385044,78.486671,RT @Telesoft_Tech: Following a reported uptake in #Emotet malware by  @jpcert in December. the #malware continues to spread. exploiting the...
2020-02-03 11:09:43,31.0823586,75.3383027,RT @Telesoft_Tech: Following a reported uptake in #Emotet malware by  @jpcert in December. the #malware continues to spread. exploiting the...
2020-02-03 11:08:04,31.046051,34.851612,#Quttera FREE Web #Malware Scanner https://t.co/0eUOW7jUlk Keep your website safe! #PHP #JavaScript.
2020-02-03 11:07:04,31.046051,34.851612,#Quttera FREE Web #Malware Scanner https://t.co/0eUOW7jUlk #PHP #JavaScript
2020-02-03 11:06:04,31.046051,34.851612,#Quttera #web #malware scanner daily 75 from 504 #malicious domains are #blacklisted https://t.co/SgttHtCCs9 #wordpress #joomla
2020-02-03 11:05:02,52.52000659999999,13.404954,Sample submitted 2020-02-03 11:05:02 Dionaea Honeypot Protocol: smbd   Sources: ::ffff:119.152.153.239  a60e272d83ee4919b14ce7645cf046669ed1083f19997942bcbe70b7eaf0a7dd  #malware #cyber #security
2020-02-03 11:01:36,17.385044,78.486671,RT @SolutionsXnotes: #phishing #malware #bankbot @JapanPostHD_PR on 185.214.167.115 has following domains jppost-atu.]com jppost-ba.]com jp...
2020-02-03 10:55:12,43.3269942,-0.7532808999999999,RT @AlexandreEsser: LOrganisation des Nations unies  victimes d'un malware. des douzaines d'ordinateurs ont ete infectes et des donnees...
2020-02-03 10:52:13,51.165691,10.451526,RT @reach2ratan: Clearview AI Sued Over Privacy Concerns https://t.co/jY8vhMNzv9  #CyberSecurity #Databreach #Hackers #infosec @reach2ratan...
2020-02-03 10:52:07,-26.2041028,28.0473051,RT @reach2ratan: Clearview AI Sued Over Privacy Concerns https://t.co/jY8vhMNzv9  #CyberSecurity #Databreach #Hackers #infosec @reach2ratan...
2020-02-03 10:51:35,17.385044,78.486671,RT @techjunkiejh: This #password- #stealing #malware just got updated with new tactics to help it hide better | ZDNet https://t.co/DA1Rb1lk...
2020-02-03 10:49:52,36.063232,-96.11782889999999,RT @reach2ratan: Hacked! SCPI Protocol Vulnerabilty; Measurement Instruments Could be Hacked! https://t.co/aydh4v0Cpo  #CyberSecurity #Data...
2020-02-03 10:47:21,24.7135517,46.6752957,"""RT @lordx64: Introducing """"Tactical Malware Analysis"""". the 1st advanced Malware training by the United Arab Emirates. This is an exclusive t..."""
2020-02-03 10:47:09,52.7063657,-2.7417849,RT @PrivacyCloudES: #Avast cierra #Jumpshot tras polemica por compartir datos privados  #Privacy #PowerOfData #DataPrivacy #PersonalData #D...
2020-02-03 10:43:36,37.0348389,-95.6152822,RT @Daddyco31299942: Watch and learn the power of @PolySwarm A must see for all #infosec #Malware #ransomware #CyberSecurity #securityexper...
2020-02-03 10:41:35,17.385044,78.486671,RT @colemankane: For all my #infosec friends. I've started teaching my #malware analysis class again at @uofcincy. We're a few weeks in now...
2020-02-03 10:41:25,37.09024,-95.712891,RT @colemankane: For all my #infosec friends. I've started teaching my #malware analysis class again at @uofcincy. We're a few weeks in now...
2020-02-03 10:38:02,40.46366700000001,-3.74922,#Avast cierra #Jumpshot tras polemica por compartir datos privados  #Privacy #PowerOfData #DataPrivacy #PersonalData #DataProtection #privacidad #RGPD #GDPR #tecnologia #control #informacion #proteccion #datos #Gestiondedatos #Analytics #malware #antivirus https://t.co/JVPaoZNHiM https://t.co/PMR7wWLCAj
2020-02-03 10:34:12,-20.9175738,142.7027956,#Lazarus group is suspected to be behind the attack on Indias largest nuclear power plant #Malware  #SCADA https://t.co/BxRA8pnNCL
2020-02-03 10:32:36,19.0759837,72.8776559,RT @reach2ratan: Hacked! SCPI Protocol Vulnerabilty; Measurement Instruments Could be Hacked! https://t.co/aydh4v0Cpo  #CyberSecurity #Data...
2020-02-03 10:31:35,17.385044,78.486671,"""RT @dataprivacyasia: North Korean APT group """"Lazarus"""" is suspected to be behind the attack on Indias largest nuclear power plant based on..."""
2020-02-03 10:31:28,1.352083,103.819836,"""North Korean APT group """"Lazarus"""" is suspected to be behind the attack on Indias largest nuclear power plant based on the type of #malware used. #respectdata https://t.co/YISiWher4s"""
2020-02-03 10:30:25,12.9715987,77.5945627,Hacked! SCPI Protocol Vulnerabilty; Measurement Instruments Could be Hacked! https://t.co/aydh4v0Cpo  #CyberSecurity #Databreach #Hackers #infosec @reach2ratan #AI #ML #malware #cloud #cloudsecurity #Machinelearning #Blockchain #dataprotection #Privacy #ArtificialIntelligence https://t.co/32WhbNonVX
2020-02-03 10:28:27,51.165691,10.451526,RT @PandaSecurityIT: Le nostre soluzioni si basano sullutilizzo di #IA. #machinelearning. #userbehavior. che ne aumentano fortemente leff...
2020-02-03 10:28:21,39.9525839,-75.1652215,RT @PandaSecurityIT: Le nostre soluzioni si basano sullutilizzo di #IA. #machinelearning. #userbehavior. che ne aumentano fortemente leff...
2020-02-03 10:27:21,37.0348389,-95.6152822,RT @Area1Security: Ditch your SEG and stop #phish up to 24 days BEFORE they can deliver malicious links. Come meet us at #RSA2020 for #SEGx...
2020-02-03 10:27:11,40.723278,-74.005577,RT @AttackerNET: FREE - Try our Website #Security Monitoring. Website #Firewall Protection. #Malware detection and #Blacklist Monitoring Se...
2020-02-03 10:26:06,40.723278,-74.005577,RT @AttackerNET: FREE - Try our Website #Security Monitoring. Website #Firewall Protection. #Malware detection and #Blacklist Monitoring Se...
2020-02-03 10:25:37,43.61337959999999,-116.2063167,RT @AttackerNET: FREE - Try our Website #Security Monitoring. Website #Firewall Protection. #Malware detection and #Blacklist Monitoring Se...
2020-02-03 10:24:05,43.61337959999999,-116.2063167,RT @AttackerNET: FREE - Try our Website #Security Monitoring. Website #Firewall Protection. #Malware detection and #Blacklist Monitoring Se...
2020-02-03 10:22:01,17.385044,78.486671,RT @0xrb: #Gafgyt #DDoS #IoT #Malware #Trojan.Linux #Backdoor  IP: 217.182.38.147 Payload LINK: hxxp://217.182.38.147/GhOul.sh CnC Port: TC...
2020-02-03 10:21:44,17.385044,78.486671,RT @phishprotection: The Problems With Paying a Phishing Ransom  https://t.co/lhhBbtgFhC  #phishing #email #ransomware #malware https://t.c...
2020-02-03 10:21:15,53.3498053,-6.2603097,RT @phishprotection: The Problems With Paying a Phishing Ransom  https://t.co/lhhBbtgFhC  #phishing #email #ransomware #malware https://t.c...
2020-02-03 10:20:46,37.0348389,-95.6152822,RT @AnnyAllerton: Gotta love it when trillion $ companies point fingers at each other. especially if execs don't understand how their produ...
2020-02-03 10:18:37,36.064858,-95.9200863,RT @bitlinkstech: STOP!! Make sure your devices are safe. Criminals involve on health worries to trick victims into installing malware in y...
2020-02-03 10:18:05,31.5203696,74.35874729999999,STOP!! Make sure your devices are safe. Criminals involve on health worries to trick victims into installing malware in your devices. https://t.co/X88Vg4MJCu  #coronavirus #corona #virus #malware #emails #devices #tech #technews #information #security #macrovirus #blt #bitlinks https://t.co/GNgQO5BDgV
2020-02-03 10:17:17,33.9905556,-96.3766667,RT @sciarma: Il Coronavirus fa scoppiare linfezione digitale di Emotet https://t.co/VPrlkKMHal by @Umberto_Rapetto #infosec  #infosecnews...
2020-02-03 10:15:36,41.2705484,-72.9469711,RT @HeliosCert: Sample submitted 2020-02-03 10:15:02 Dionaea Honeypot Protocol: smbd   Sources: ::ffff:195.9.219.74  fbbc74c876c011e9a98811...
2020-02-03 10:15:03,52.52000659999999,13.404954,Sample submitted 2020-02-03 10:15:02 Dionaea Honeypot Protocol: smbd   Sources: ::ffff:195.9.219.74  fbbc74c876c011e9a98811a41d19a08336c31d9830394aadb4962ae25f5e6522  #malware #cyber #security
2020-02-03 10:14:53,41.87194,12.56738,RT @sciarma: Il Coronavirus fa scoppiare linfezione digitale di Emotet https://t.co/VPrlkKMHal by @Umberto_Rapetto #infosec  #infosecnews...
2020-02-03 10:14:48,43.2630126,-2.9349852,Cuidado con las #descargas: aumenta el uso de #virus informatico oculto en #canciones #musica #malware #AlejandroSanz #ArianaGrande #TaylorSwift #Sunflower #Talk #OldTownRoad https://t.co/fBIXPri6VF
2020-02-03 10:13:24,48.8433032,2.3334127,#Cybersecurite - Paris en ligne : peut-on miser son argent en toute securite ? #malware #Cybercrime https://t.co/qvnNA3y5oV
2020-02-03 10:11:36,17.385044,78.486671,RT @CioAmaro: Sadly is easy to prevent too! SQLi is the top method to attack. Old but effective. - Help Net Security  #Infosec #CyberSecur...
2020-02-03 10:10:05,37.0348389,-95.6152822,RT @CioAmaro: Sadly is easy to prevent too! SQLi is the top method to attack. Old but effective. - Help Net Security  #Infosec #CyberSecur...
2020-02-03 10:10:05,31.046051,34.851612,#Malware Cleanup #Blacklisting Removal. #Website Hardening starting from  149USD/year #ThreatSign https://t.co/qc5HF9akoq
2020-02-03 10:09:59,1.352083,103.819836,RT @0xrb: #ELF #Malware binaries for #IoT #DDoS #botnet  #Mirai #Gafgyt Currently Active cc:@bad_packets @_rngm_ @abuse_ch @huiwangeth @liu...
2020-02-03 10:09:04,31.046051,34.851612,#Quttera FREE Web #Malware Scanner https://t.co/0eUOW7jUlk #CSS #JavaScript
2020-02-03 10:08:39,-1.2966232,36.8119772,RT @CioAmaro: 80% of successful breaches are from zero-day exploits - Help Net Security https://t.co/oUnOiaBpDg #Infosec #CyberSecurity #Cy...
2020-02-03 10:08:04,31.046051,34.851612,Quttera #website #malware scanner API https://t.co/X3enkxwAA0 25 samples performing suspicious #javascript injection https://t.co/SgttHtCCs9 #wordpress #joomla
2020-02-03 10:07:54,53.3498053,-6.2603097,RT @CioAmaro: 80% of successful breaches are from zero-day exploits - Help Net Security https://t.co/oUnOiaBpDg #Infosec #CyberSecurity #Cy...
2020-02-03 10:07:54,53.3498053,-6.2603097,RT @0xrb: #ELF #Malware binaries for #IoT #DDoS #botnet  #Mirai #Gafgyt Currently Active cc:@bad_packets @_rngm_ @abuse_ch @huiwangeth @liu...
2020-02-03 10:07:04,31.046051,34.851612,Website Malware Scanner Solution With Quttera REST API https://t.co/rbXyzDyIyT #Malware #Website
2020-02-03 10:06:48,59.38292819999999,17.9644707,RT @CioAmaro: 80% of successful breaches are from zero-day exploits - Help Net Security https://t.co/oUnOiaBpDg #Infosec #CyberSecurity #Cy...
2020-02-03 10:06:31,37.0348389,-95.6152822,RT @rtehrani: #sextortion!  Dear #AshleyMadison user. I know everything about you. Pay up or else. https://t.co/2n05RR06z2  #Cybersecurity...
2020-02-03 10:06:04,31.046051,34.851612,Unauthenticated Stored XSS Exploitation in Appointment Booking Calendar  #Quttera web security blog https://t.co/JFfR0mSDTo #PHP #Malware #WordPress
2020-02-03 10:05:30,37.0348389,-95.6152822,RT @IntegrityO: Malicious emails reporting to contain information about the Coronavirus are being used to spread #malware. Find out more: h...
2020-02-03 10:05:19,38.7222524,-9.1393366,RT @attcyber: Malicious apps rose to 98.000 in 2019. up from 63.000 in 2018; read which #mobile OS is the most vulnerable and which categor...
2020-02-03 10:05:10,45.4642035,9.189982,Read why @Cleafy gets      in terms of bang for bucks at @Gartner_inc Peer Insight https://t.co/WDeyqVNwY6 - @Cleafy #malware-detection #behavioral-analytics #transaction-monitoring #fraud-detection https://t.co/lwnFRzMfMj
2020-02-03 10:05:03,31.046051,34.851612,#Malware Under the Radar - A Forgotten Method for Malware Redirects on Websites * #Quttera web security blog https://t.co/pDzh0lXfiw
2020-02-03 10:01:36,17.385044,78.486671,RT @CioAmaro: 80% of successful breaches are from zero-day exploits - Help Net Security https://t.co/oUnOiaBpDg #Infosec #CyberSecurity #Cy...
