time,latitude,longitud,tweet,lat_original,long_original
2020-02-03 11:44:07,37.0348389,-95.6152822,RT @rtehrani: Attempts to define international infosec rules of the road bogged down by endless talkshops. warn diplomats https://t.co/1MIO...,41.2428563,-73.2006639
2020-02-03 11:41:22,17.385044,78.486671,RT @GDPR123: Police Warning: Cyber Criminals Are Using Cleaners to Hack Your Business https://t.co/wLvSxG1nM3 via @CBROnline.com #Cybersecu...,55.378051,-3.435973
2020-02-03 11:41:19,51.6465,0.614665,RT @GDPR123: Police Warning: Cyber Criminals Are Using Cleaners to Hack Your Business https://t.co/wLvSxG1nM3 via @CBROnline.com #Cybersecu...,55.378051,-3.435973
2020-02-03 11:31:44,17.385044,78.486671,RT @reach2ratan: Kenya Court Halts Biometric ID Over Data Fears https://t.co/LVDj2mKsKV  #CyberSecurity #Databreach #Hackers #infosec @reac...,12.9715987,77.5945627
2020-02-03 11:20:25,18.971187,-72.285215,RT @IAM__Network: IAM Platform Curated Retweet:  Via: https://t.co/czWdwiP9xB  Amazon Ring doorbells exposed home Wi-Fi passwords to hacker...,42.7684961,-78.8089481
2020-02-03 11:16:04,37.0348389,-95.6152822,RT @rtehrani: So you locked your backups away for years. huh? Allow me to introduce my colleagues. Brute. Force and Ignorance https://t.co/...,41.2428563,-73.2006639
2020-02-03 10:49:52,36.063232,-96.11782889999999,RT @reach2ratan: Hacked! SCPI Protocol Vulnerabilty; Measurement Instruments Could be Hacked! https://t.co/aydh4v0Cpo  #CyberSecurity #Data...,12.9715987,77.5945627
2020-02-03 10:47:21,24.7135517,46.6752957,"""RT @lordx64: Introducing """"Tactical Malware Analysis"""". the 1st advanced Malware training by the United Arab Emirates. This is an exclusive t...""",24.453884,54.3773438
2020-02-03 10:47:09,52.7063657,-2.7417849,RT @PrivacyCloudES: #Avast cierra #Jumpshot tras polemica por compartir datos privados  #Privacy #PowerOfData #DataPrivacy #PersonalData #D...,40.46366700000001,-3.74922
2020-02-03 10:41:35,17.385044,78.486671,RT @colemankane: For all my #infosec friends. I've started teaching my #malware analysis class again at @uofcincy. We're a few weeks in now...,39.1031182,-84.5120196
2020-02-03 10:41:25,37.09024,-95.712891,RT @colemankane: For all my #infosec friends. I've started teaching my #malware analysis class again at @uofcincy. We're a few weeks in now...,39.1031182,-84.5120196
2020-02-03 10:32:36,19.0759837,72.8776559,RT @reach2ratan: Hacked! SCPI Protocol Vulnerabilty; Measurement Instruments Could be Hacked! https://t.co/aydh4v0Cpo  #CyberSecurity #Data...,12.9715987,77.5945627
2020-02-03 10:31:35,17.385044,78.486671,"""RT @dataprivacyasia: North Korean APT group """"Lazarus"""" is suspected to be behind the attack on Indias largest nuclear power plant based on...""",1.352083,103.819836
2020-02-03 10:22:01,17.385044,78.486671,RT @0xrb: #Gafgyt #DDoS #IoT #Malware #Trojan.Linux #Backdoor  IP: 217.182.38.147 Payload LINK: hxxp://217.182.38.147/GhOul.sh CnC Port: TC...,25.7705992,-80.1894034
2020-02-03 10:20:46,37.0348389,-95.6152822,RT @AnnyAllerton: Gotta love it when trillion $ companies point fingers at each other. especially if execs don't understand how their produ...,42.3736158,-71.10973349999999
2020-02-03 10:18:37,36.064858,-95.9200863,RT @bitlinkstech: STOP!! Make sure your devices are safe. Criminals involve on health worries to trick victims into installing malware in y...,31.5203696,74.35874729999999
2020-02-03 10:15:36,41.2705484,-72.9469711,RT @HeliosCert: Sample submitted 2020-02-03 10:15:02 Dionaea Honeypot Protocol: smbd   Sources: ::ffff:195.9.219.74  fbbc74c876c011e9a98811...,52.52000659999999,13.404954
2020-02-03 10:11:36,17.385044,78.486671,RT @CioAmaro: Sadly is easy to prevent too! SQLi is the top method to attack. Old but effective. - Help Net Security  #Infosec #CyberSecur...,23.634501,-102.552784
2020-02-03 10:10:05,37.0348389,-95.6152822,RT @CioAmaro: Sadly is easy to prevent too! SQLi is the top method to attack. Old but effective. - Help Net Security  #Infosec #CyberSecur...,23.634501,-102.552784
2020-02-03 10:09:59,1.352083,103.819836,RT @0xrb: #ELF #Malware binaries for #IoT #DDoS #botnet  #Mirai #Gafgyt Currently Active cc:@bad_packets @_rngm_ @abuse_ch @huiwangeth @liu...,25.7705992,-80.1894034
2020-02-03 10:08:39,-1.2966232,36.8119772,RT @CioAmaro: 80% of successful breaches are from zero-day exploits - Help Net Security https://t.co/oUnOiaBpDg #Infosec #CyberSecurity #Cy...,23.634501,-102.552784
2020-02-03 10:07:54,53.3498053,-6.2603097,RT @CioAmaro: 80% of successful breaches are from zero-day exploits - Help Net Security https://t.co/oUnOiaBpDg #Infosec #CyberSecurity #Cy...,23.634501,-102.552784
2020-02-03 10:07:54,53.3498053,-6.2603097,RT @0xrb: #ELF #Malware binaries for #IoT #DDoS #botnet  #Mirai #Gafgyt Currently Active cc:@bad_packets @_rngm_ @abuse_ch @huiwangeth @liu...,25.7705992,-80.1894034
2020-02-03 10:06:48,59.38292819999999,17.9644707,RT @CioAmaro: 80% of successful breaches are from zero-day exploits - Help Net Security https://t.co/oUnOiaBpDg #Infosec #CyberSecurity #Cy...,23.634501,-102.552784
2020-02-03 10:06:31,37.0348389,-95.6152822,RT @rtehrani: #sextortion!  Dear #AshleyMadison user. I know everything about you. Pay up or else. https://t.co/2n05RR06z2  #Cybersecurity...,41.2428563,-73.2006639
2020-02-03 10:05:19,38.7222524,-9.1393366,RT @attcyber: Malicious apps rose to 98.000 in 2019. up from 63.000 in 2018; read which #mobile OS is the most vulnerable and which categor...,37.5629917,-122.3255254
2020-02-03 10:01:36,17.385044,78.486671,RT @CioAmaro: 80% of successful breaches are from zero-day exploits - Help Net Security https://t.co/oUnOiaBpDg #Infosec #CyberSecurity #Cy...,23.634501,-102.552784
2020-02-03 09:51:46,17.385044,78.486671,RT @KasperskyLabIT: La paura dellinfezione da coronavirus viene utilizzata dai criminali informatici per inviare file dannosi in grado di...,41.87194,12.56738
2020-02-03 09:45:11,51.165691,10.451526,RT @reach2ratan: Wawa Card Breach Becomes Huge Problem Since 30M Stolen Cards Are Put Online For Sale https://t.co/zU2HFEZri5  #CyberSecuri...,12.9715987,77.5945627
2020-02-03 09:45:06,12.9715987,77.5945627,RT @reach2ratan: Wawa Card Breach Becomes Huge Problem Since 30M Stolen Cards Are Put Online For Sale https://t.co/zU2HFEZri5  #CyberSecuri...,12.9715987,77.5945627
2020-02-03 09:44:43,37.0348389,-95.6152822,RT @CioAmaro: Cybercrime on the rise over the last 6 years  #Infosec #CyberSecurity #CyberAttack #Hacking #Privacy #Threat #Malware #Ransom...,23.634501,-102.552784
2020-02-03 09:36:04,46.818188,8.227511999999999,RT @reach2ratan: Wawa Card Breach Becomes Huge Problem Since 30M Stolen Cards Are Put Online For Sale https://t.co/zU2HFEZri5  #CyberSecuri...,12.9715987,77.5945627
2020-02-03 09:35:24,52.3555177,-1.1743197,RT @CelerityLimited: Iranian Hackers Target U.S. Gov. Vendor With Malware through phishing emails purporting to be a customer satisfaction...,55.378051,-3.435973
2020-02-03 09:34:14,-26.0254685,28.00397,RT @ImadMir: #Ransomeware: How attackers take your data hostage. . . . #cybersecurity #infosec #cloud #datasecurity #cyberattack #security...,37.09024,-95.712891
2020-02-03 09:31:44,17.385044,78.486671,RT @reach2ratan: Wawa Card Breach Becomes Huge Problem Since 30M Stolen Cards Are Put Online For Sale https://t.co/zU2HFEZri5  #CyberSecuri...,12.9715987,77.5945627
2020-02-03 09:31:22,17.385044,78.486671,RT @ImadMir: #Ransomeware: How attackers take your data hostage. . . . #cybersecurity #infosec #cloud #datasecurity #cyberattack #security...,37.09024,-95.712891
2020-02-03 09:27:39,53.3498053,-6.2603097,RT @speeednet: Where would the daily spam box be without at least three of these?  #Apple #Birmingham #SmallBusiness #BrumHour #Malware #Ra...,52.4750743,-1.829833
2020-02-03 09:27:38,37.0348389,-95.6152822,RT @ImadMir: #Ransomeware: How attackers take your data hostage. . . . #cybersecurity #infosec #cloud #datasecurity #cyberattack #security...,37.09024,-95.712891
2020-02-03 09:23:29,37.0348389,-95.6152822,RT @bamitav: New Zoom Roulette Security Warning: Your #Video Calls At Risk From HackersHeres What You Do - Forbes https://t.co/6SJQSyl2...,12.9715987,77.5945627
2020-02-03 09:21:54,40.4167754,-3.7037902,RT @FullOnNet: El malware va a por las extensiones de #Chrome y #Firefox: Google ha suspendido la publicacion de algunas y Mozilla ha elimi...,40.4167754,-3.7037902
2020-02-03 09:21:35,17.385044,78.486671,RT @CioAmaro: BE CAREFUL!!! YOU MIGHT BE AT RISK: Practices that lead to Sextortion | NCERT  #Infographic #Infosec #CyberSecurity #CyberAtt...,23.634501,-102.552784
2020-02-03 09:21:25,17.385044,78.486671,RT @NetTech_Farnham: #Malware levels fell at the end of 2019 https://t.co/bEKc0cSXwE via @ITProPortal   #cybercrime #cybersecurity #ITSecur...,51.214321,-0.798802
2020-02-03 09:20:25,37.0348389,-95.6152822,RT @CioAmaro: BE CAREFUL!!! YOU MIGHT BE AT RISK: Practices that lead to Sextortion | NCERT  #Infographic #Infosec #CyberSecurity #CyberAtt...,23.634501,-102.552784
2020-02-03 09:16:18,41.87194,12.56738,RT @NetTech_Farnham: #Malware levels fell at the end of 2019 https://t.co/bEKc0cSXwE via @ITProPortal   #cybercrime #cybersecurity #ITSecur...,51.214321,-0.798802
2020-02-03 09:11:39,17.385044,78.486671,RT @0xrb: @bad_packets @digitalocean again #Mirai #DDoS #IoT #Malware #UPX #Trojan.Linux #Backdoor  IP: 159.89.143.222 Payload LINK: hxxp:/...,25.7705992,-80.1894034
2020-02-03 09:10:09,52.3555177,-1.1743197,RT @keepnetlabs: Weekly #Cybersecurity Briefing No.105. Learn more about how vulnerabilities can be exploited! https://t.co/3WPcaa4tx3 #inf...,52.205337,0.121817
2020-02-03 09:09:06,52.5437581,-0.3198851,RT @IAM__Network: IAM Platform Curated Retweet:  Via: https://t.co/M1VxF6uIfA  The topic of ransomware is something wed all like to avoid...,42.7684961,-78.8089481
2020-02-03 09:08:35,41.87194,12.56738,RT @FBussoletti: #Cybercrime. il #coronavirus diventa arma per veicolare #Malware. Esperti #CyberSecurity scoprono campagne #malspam per di...,41.9027835,12.4963655
2020-02-03 09:07:32,32.53845620000001,-84.9239044,RT @0xrb: @bad_packets @digitalocean again #Mirai #DDoS #IoT #Malware #UPX #Trojan.Linux #Backdoor  IP: 159.89.143.222 Payload LINK: hxxp:/...,25.7705992,-80.1894034
2020-02-03 09:07:26,32.53845620000001,-84.9239044,RT @0xrb: #ELF #Malware binaries for #IoT #DDoS #botnet  #Mirai #Gafgyt Currently Active cc:@bad_packets @_rngm_ @abuse_ch @huiwangeth @liu...,25.7705992,-80.1894034
2020-02-03 09:06:33,40.8517983,14.26812,RT @FBussoletti: #Cybercrime. #coronavirus becomes weapon for carrying #Malware. #CyberSecurity experts: #malspam campaigns to spread #Emot...,41.9027835,12.4963655
2020-02-03 09:02:56,37.09024,-95.712891,RT @NicolsonBray: Nearly 1/4 of Hackers Take the Ransom and Run... https://t.co/GdW8ysvbD3 #hackers #cybersec #cyberattack #infosec #data #...,51.5073509,-0.1277583
2020-02-03 09:01:35,17.385044,78.486671,RT @speeednet: #Smart devices. you and your #money  #Birmingham #SmallBusiness #BrumHour #Malware #RansomWare #Phishing #CryptoMining #Viru...,52.4750743,-1.829833
2020-02-03 09:01:22,17.385044,78.486671,RT @NicolsonBray: Nearly 1/4 of Hackers Take the Ransom and Run... https://t.co/GdW8ysvbD3 #hackers #cybersec #cyberattack #infosec #data #...,51.5073509,-0.1277583
2020-02-03 09:00:54,53.3498053,-6.2603097,RT @speeednet: #Smart devices. you and your #money  #Birmingham #SmallBusiness #BrumHour #Malware #RansomWare #Phishing #CryptoMining #Viru...,52.4750743,-1.829833
2020-02-03 09:00:54,53.3498053,-6.2603097,RT @iCyberFighter: Electronic Warfare Associates (#EWA). a government contractor that works with the Department of Defense. Department of J...,34.1959039,-118.6062128
2020-02-03 08:55:08,41.87194,12.56738,RT @FBussoletti: #Cybercrime. il #coronavirus diventa arma per veicolare #Malware. Esperti #CyberSecurity scoprono campagne #malspam per di...,41.9027835,12.4963655
2020-02-03 08:54:50,40.8517983,14.26812,RT @FBussoletti: #Cybercrime. il #coronavirus diventa arma per veicolare #Malware. Esperti #CyberSecurity scoprono campagne #malspam per di...,41.9027835,12.4963655
2020-02-03 08:53:49,40.8517983,14.26812,RT @ptracesecurity: The Chicken Keeps Laying New Eggs: Uncovering New GC MaaS Tools Used By Top-tier Threat Actors  https://t.co/NWTPc6gY23...,47.1661672,8.5154946
2020-02-03 08:51:36,17.385044,78.486671,RT @ITOnlineSA: 15000-plus #victims fall to #malware disguised as #BillieEilish ~ https://t.co/NOMToUOEbv #music #Malware,-30.559482,22.937506
2020-02-03 08:47:28,53.3498053,-6.2603097,RT @keepnetlabs: Weekly #Cybersecurity Briefing No.105. Learn more about how vulnerabilities can be exploited! https://t.co/3WPcaa4tx3 #inf...,52.205337,0.121817
2020-02-03 08:47:04,36.1538171,-95.9420555,RT @teamcymru: #TrickBot Uses a New Windows 10 UAC Bypass to Launch Quietly #malware https://t.co/KWFkH3vhTO https://t.co/yxuUxeBsml,28.7588833,-81.3178446
2020-02-03 08:45:50,53.95996510000001,-1.0872979,RT @keepnetlabs: Weekly #Cybersecurity Briefing No.105. Learn more about how vulnerabilities can be exploited! https://t.co/3WPcaa4tx3 #inf...,52.205337,0.121817
2020-02-03 08:41:26,17.385044,78.486671,RT @keepnetlabs: Weekly #Cybersecurity Briefing No.105. Learn more about how vulnerabilities can be exploited! https://t.co/3WPcaa4tx3 #inf...,52.205337,0.121817
2020-02-03 08:37:24,36.064858,-95.9200863,"""RT @lordx64: Introducing """"Tactical Malware Analysis"""". the 1st advanced Malware training by the United Arab Emirates. This is an exclusive t...""",24.453884,54.3773438
2020-02-03 08:34:02,53.3498053,-6.2603097,RT @0xrb: @bad_packets @digitalocean again #Mirai #DDoS #IoT #Malware #UPX #Trojan.Linux #Backdoor  IP: 159.89.143.222 Payload LINK: hxxp:/...,25.7705992,-80.1894034
2020-02-03 08:32:47,37.0348389,-95.6152822,RT @CioAmaro: Nice! Cyber Security Awareness Month Infographic - SecureKey  #Infosec #CyberSecurity #CyberAttack #Hacking #Privacy #Threat...,23.634501,-102.552784
2020-02-03 08:31:44,17.385044,78.486671,RT @reach2ratan: How to change iOS 13 settings for better security https://t.co/d3cONdA0Ku  #CyberSecurity #Databreach #Hackers #infosec @r...,12.9715987,77.5945627
2020-02-03 08:30:15,-27.4697707,153.0251235,RT @CioAmaro: Costs of cyberattacks | Northamptonshire Chamber  #infographic @CioAmaro #Infosec #CyberSecurity #CyberAttack #Hack #Breach #...,23.634501,-102.552784
2020-02-03 08:30:09,51.586219,-0.2203343,RT @securityaffairs: #Microsoft warns #TA505 changed tactic in an ongoing #malware campaign https://t.co/Ze3uqJBjJh #securityaffairs #hacki...,40.8517983,14.26812
2020-02-03 08:26:15,39.2238411,9.1216613,RT @0xrb: again in the wild  #hito #Botnet #IoT #Malware   Threat Actor : Evolution's International Hack team Payload LINK: hxxp://37.49.23...,25.7705992,-80.1894034
2020-02-03 08:22:04,48.5441917,12.1468532,RT @DrWebGermany: Doctor Web Virenruckblick Dezember 2019: Die Zahl der entdeckten Bedrohungen ist im Vergleich zum Vormonat um mehr als 80...,48.76564,8.228524199999999
2020-02-03 08:20:43,53.3498053,-6.2603097,RT @0xrb: @bad_packets here one more IP #Mirai #DDoS #IoT #Malware #UPX #Trojan.Linux #Backdoor  IP: 204.48.21.31 Payload LINK: hxxp://204....,25.7705992,-80.1894034
2020-02-03 08:16:26,51.5073509,-0.1277583,RT @quttera: #Quttera FREE Web #Malware Scanner https://t.co/0eUOW7jUlk #HTML #JavaScript,31.046051,34.851612
2020-02-03 08:16:18,41.87194,12.56738,RT @inigoladronm: Los #ciberdelincuentes usan el #coronavirus para lanzar #malware: https://t.co/4LdXEXKVCL via @csospain. #virus. #cberseg...,43.2630126,-2.9349852
2020-02-03 08:16:02,24.453884,54.3773438,RT @teamcymru: #TrickBot Uses a New Windows 10 UAC Bypass to Launch Quietly #malware https://t.co/KWFkH3vhTO https://t.co/yxuUxeBsml,28.7588833,-81.3178446
2020-02-03 08:13:30,37.0348389,-95.6152822,RT @CioAmaro: Information Technology vs. Operations Technology. security topics via https://t.co/T6vc5LKxne  #Infographic #Infosec #CyberSe...,23.634501,-102.552784
2020-02-03 08:11:39,17.385044,78.486671,RT @0xrb: @bad_packets here one more IP #Mirai #DDoS #IoT #Malware #UPX #Trojan.Linux #Backdoor  IP: 204.48.21.31 Payload LINK: hxxp://204....,25.7705992,-80.1894034
2020-02-03 08:11:35,17.385044,78.486671,RT @quttera: #Malware Cleanup #Blacklisting Removal. #Website Hardening starting from 12.5 USD/m #ThreatSign https://t.co/qc5HF9akoq,31.046051,34.851612
2020-02-03 08:09:30,43.61337959999999,-116.2063167,RT @quttera: #Quttera FREE Web #Malware Scanner https://t.co/0eUOW7jUlk #HTML #JavaScript,31.046051,34.851612
2020-02-03 08:07:10,21.161908,-86.8515279,RT @INPQ_Software: NOTICIA | El coronavirus ha llegado a la web https://t.co/UQcxkd9X1h #CiberSeguridad #SeguridadOnline #Coronavirus #Troy...,42.131845,-0.4078058
2020-02-03 07:46:09,13.0058731,5.2475518,RT @CioAmaro: Cause of Databreaches  Security Discovery  #Infographic #Infosec #CyberSecurity #CyberAttack #Hack #Breach #Threat #DDoS #Ma...,23.634501,-102.552784
2020-02-03 07:37:03,28.6139391,77.2090212,RT @rneelmani: Experts predicted an increase in the number of #DDoS attacks in 2020: https://t.co/bcKAuqfgVM @dynamicCISO #CyberSecurity #R...,28.6139391,77.2090212
2020-02-03 07:33:20,37.0348389,-95.6152822,RT @bamitav: New #Microsoft Browser Combats #Crypto Mining Malware https://t.co/oqZHa2i213   #InfoSec #Security #CyberSecurity #DataBreach...,12.9715987,77.5945627
2020-02-03 07:31:47,37.8084152,23.7828796,RT @teamcymru: #TrickBot Uses a New Windows 10 UAC Bypass to Launch Quietly #malware https://t.co/KWFkH3vhTO https://t.co/yxuUxeBsml,28.7588833,-81.3178446
2020-02-03 07:31:35,17.385044,78.486671,RT @reach2ratan: Facebook to give $550 Million as a Settlement in a Lawsuit https://t.co/EpH0907qdj  #CyberSecurity #Databreach #Hackers #i...,12.9715987,77.5945627
2020-02-03 07:27:44,37.0348389,-95.6152822,RT @bamitav: Malware lurking behind free downloads of musics big names - Pickr https://t.co/jTpu0WlvE3   #InfoSec #Security #CyberSecuri...,12.9715987,77.5945627
2020-02-03 07:26:42,53.3498053,-6.2603097,RT @ZyxelHome: Colombias Salt Cathedral has prayers answered with comprehensive network protection from Zyxel. Read more: https://t.co/NfG...,42.7684961,-78.8089481
2020-02-03 07:26:13,37.0348389,-95.6152822,RT @bamitav: Late Kobe Bryant's wallpaper infected with #cryptomining malware. warns #Microsoft - iNVEZZ https://t.co/ItsMMhsidf   #InfoSec...,12.9715987,77.5945627
2020-02-03 07:17:51,40.7518111,-73.9801889,RT @teamcymru: #TrickBot Uses a New Windows 10 UAC Bypass to Launch Quietly #malware https://t.co/KWFkH3vhTO https://t.co/yxuUxeBsml,28.7588833,-81.3178446
2020-02-03 07:16:39,41.87194,12.56738,RT @rnarang: FireEye Video |  Here's an introduction to some valuable Mandiant Query Language (#MQL) searches that are useful when searchi...,22.3193039,114.1693611
2020-02-03 07:16:29,41.87194,12.56738,RT @ZyxelHome: Colombias Salt Cathedral has prayers answered with comprehensive network protection from Zyxel. Read more: https://t.co/NfG...,42.7684961,-78.8089481
2020-02-03 07:11:38,17.385044,78.486671,RT @3XS0: How passwords get hacked. Infographic via NCSC #CyberSecurity #DataBreach #Infosec #Security #Privacy #MobileSecurity #AndroidDev...,30.1843,35.3166
2020-02-03 07:11:35,17.385044,78.486671,RT @3XS0: #Google purged 1.7K instances of #Joker #malware from the #PlayStore https://t.co/iZHgsCk9T8  #TechJunkieNews https://t.co/VbBRZW...,30.1843,35.3166
2020-02-03 07:11:35,37.4418834,-122.1430195,RT @Hosterbox_com: How to setup your e-mail client with Hosterbox and cPanel!  #email #Outlook  #cPanel #Hosting #webmaster #Wordpress #WHM...,56.130366,-106.346771
2020-02-03 07:10:22,37.0348389,-95.6152822,RT @3XS0: How passwords get hacked. Infographic via NCSC #CyberSecurity #DataBreach #Infosec #Security #Privacy #MobileSecurity #AndroidDev...,30.1843,35.3166
2020-02-03 07:01:21,17.385044,78.486671,RT @KoddosNET: #Shlayer Simple Malware but the Most Common on #MacOS https://t.co/WMTThkrkBY via @KoddosNET #malware #trojan #adware #Apple...,51.9235858,4.4331945
2020-02-03 07:00:59,48.856614,2.3522219,RT @KoddosNET: #Shlayer Simple Malware but the Most Common on #MacOS https://t.co/WMTThkrkBY via @KoddosNET #malware #trojan #adware #Apple...,51.9235858,4.4331945
2020-02-03 07:00:36,41.2705484,-72.9469711,RT @HeliosCert: Sample submitted 2020-02-03 07:00:02 Dionaea Honeypot Protocol: smbd   Sources: ::ffff:103.145.57.126  bf31dd3e5d63148918a1...,52.52000659999999,13.404954
2020-02-03 06:58:29,47.6136539,-122.3177249,RT @Hosterbox_com: How to setup your e-mail client with Hosterbox and cPanel!  #email #Outlook  #cPanel #Hosting #webmaster #Wordpress #WHM...,56.130366,-106.346771
2020-02-03 06:58:09,53.13248859999999,23.1688403,RT @fz_zaheer: Good overview. Which maturity level do you fulfill? To level up your SOC game. take one logical step at a time.  https://t.c...,24.8607343,67.0011364
2020-02-03 06:58:04,43.61337959999999,-116.2063167,RT @Hosterbox_com: How to setup your e-mail client with Hosterbox and cPanel!  #email #Outlook  #cPanel #Hosting #webmaster #Wordpress #WHM...,56.130366,-106.346771
2020-02-03 06:51:34,17.385044,78.486671,RT @fz_zaheer: Good overview. Which maturity level do you fulfill? To level up your SOC game. take one logical step at a time.  https://t.c...,24.8607343,67.0011364
2020-02-03 06:47:33,12.9715987,77.5945627,RT @taiyyib: When #Hackers met #SmartBuildings  https://t.co/RHFWi4Km1q #infosec #EthicalHacking #ITSecurity #ITSEC #CyberSecurity #hack...,52.48624299999999,-1.890401
2020-02-03 06:46:37,53.3498053,-6.2603097,RT @bamitav: #Indian #Government Emails Found Wandering on the Dark Web - TechNadu https://t.co/hXwjybTl5s  #DarkNet #DarkWeb #DeepWeb #Tor...,12.9715987,77.5945627
2020-02-03 06:45:58,41.2705484,-72.9469711,RT @HeliosCert: Sample submitted 2020-02-03 06:45:02 Dionaea Honeypot Protocol: smbd   Sources: ::ffff:103.15.62.162  1a213a9f2bb0984f35bbf...,52.52000659999999,13.404954
